2019,5,18,0,50,0.0,0.0,0.0,23.11,57.15,1.145,876.7043
2019,5,18,1,0,0.0,0.0,0.0,22.89,57.66,1.119,876.3934
2019,5,18,1,10,0.0,0.0,0.0,22.85,58.0,0.178,876.4512
2019,5,18,1,20,0.0,0.0,0.0,22.75,58.48,0.21,876.4423
2019,5,18,1,30,0.0,0.0,0.0,22.71,58.54,0.205,876.0171
2019,5,18,1,40,0.0,0.0,0.0,22.75,58.78,0.295,875.9604
2019,5,18,1,50,0.0,0.0,0.0,22.66,59.74,0.0,875.8619
2019,5,18,2,0,0.0,0.0,0.0,22.34,61.03,0.896,875.9194
2019,5,18,2,10,0.0,0.0,0.0,22.12,61.92,1.36,876.0506
2019,5,18,2,20,0.0,0.0,0.0,22.07,61.82,1.463,875.9272
2019,5,18,2,30,0.018,0.0,0.0,22.09,61.92,1.61,875.4684
2019,5,18,2,40,0.0,0.0,0.0,22.0,62.63,1.629,875.4291
2019,5,18,2,50,0.0,0.0,0.0,21.84,63.62,1.551,875.4854
2019,5,18,3,0,0.0,0.0,0.0,21.71,64.0,1.461,875.3223
2019,5,18,3,10,0.004,0.0,0.0,21.61,64.27,1.514,875.511
2019,5,18,3,20,0.0,0.0,0.0,21.54,65.19,1.271,875.3306
2019,5,18,3,30,0.001,0.0,0.0,21.4,65.53,1.198,875.5015
2019,5,18,3,40,0.0,0.0,0.0,21.33,65.94,1.215,875.4868
2019,5,18,3,50,0.0,0.0,0.0,21.24,66.38,1.288,875.3548
2019,5,18,4,0,0.002,0.0,0.0,21.2,66.42,1.264,875.3057
2019,5,18,4,10,0.001,0.0,0.0,21.22,66.04,0.604,875.3054
2019,5,18,4,20,0.0,0.0,0.0,21.22,65.8,0.324,875.1677
2019,5,18,4,30,0.0,0.0,0.0,20.94,62.91,1.006,875.2894
2019,5,18,4,40,0.021,0.0,0.0,20.82,60.18,1.655,875.0192
2019,5,18,4,50,0.033,0.0,0.0,20.73,61.71,1.716,875.2496
2019,5,18,5,0,0.0,0.0,0.0,20.34,60.39,1.393,874.9952
2019,5,18,5,10,0.0,0.0,0.0,20.34,61.48,1.004,875.3058
2019,5,18,5,20,0.0,0.0,0.0,20.27,61.07,0.444,875.5027
2019,5,18,5,30,0.0,0.0,0.0,20.31,60.86,0.375,875.5595
2019,5,18,5,40,0.005,0.0,0.0,20.19,61.51,0.828,875.1997
2019,5,18,5,50,0.001,0.0,0.0,20.11,62.16,0.801,875.5758
2019,5,18,6,0,0.064,0.029,0.0,19.63,63.38,1.785,875.6418
2019,5,18,6,10,0.041,0.511,0.385,19.5,63.83,1.894,875.6904
2019,5,18,6,20,0.357,7.897,6.749,19.48,63.62,2.054,875.8867
2019,5,18,6,30,2.518,19.86,16.64,19.36,62.7,2.256,875.7304
2019,5,18,6,40,8.44,33.7,27.81,19.5,63.18,2.027,875.6014
2019,5,18,6,50,21.16,52.19,41.33,19.51,62.77,1.229,875.9022
2019,5,18,7,0,59.15,83.5,60.63,19.86,61.48,0.836,875.6913
2019,5,18,7,10,107.1,112.0,73.5,20.59,60.69,0.017,875.8451
2019,5,18,7,20,97.2,121.8,80.9,21.14,58.72,0.054,876.0831
2019,5,18,7,30,162.9,167.4,98.7,21.33,59.12,0.0,875.9031
2019,5,18,7,40,195.9,192.0,104.8,21.64,56.67,0.0,875.993
2019,5,18,7,50,231.7,233.3,122.2,22.49,54.86,0.547,876.0262
2019,5,18,8,0,308.0,290.2,135.5,22.53,54.63,0.931,876.0988
2019,5,18,8,10,277.3,279.7,127.3,23.15,56.47,0.985,876.2388
2019,5,18,8,20,395.4,366.8,146.0,23.43,55.51,1.246,876.1405
2019,5,18,8,30,442.5,417.1,156.1,23.54,54.93,1.16,875.9839
2019,5,18,8,40,448.9,441.5,159.2,23.84,52.62,1.173,876.0095
2019,5,18,8,50,466.0,475.8,165.7,23.55,54.63,1.732,875.9703
2019,5,18,9,0,489.4,514.5,172.5,24.03,50.7,1.341,875.9773
2019,5,18,9,10,516.2,550.8,175.9,25.0,49.31,0.872,875.926
2019,5,18,9,20,553.5,600.2,184.4,25.45,50.33,0.99,876.0377
2019,5,18,9,30,555.2,620.3,186.5,25.62,48.96,1.208,875.9355
2019,5,18,9,40,580.6,664.4,195.5,25.7,47.5,1.531,875.745
2019,5,18,9,50,562.8,674.6,200.5,25.81,47.67,1.296,875.6411
2019,5,18,10,0,563.1,698.7,209.9,26.28,47.94,1.598,875.5505
2019,5,18,10,10,562.8,726.4,221.6,26.03,46.4,1.681,875.8248
2019,5,18,10,20,559.1,745.1,228.5,26.13,45.79,1.984,875.7197
2019,5,18,10,30,561.5,769.3,238.5,26.79,43.78,1.52,875.5807
2019,5,18,10,40,577.9,798.5,240.8,27.11,41.05,1.07,875.7601
2019,5,18,10,50,605.0,836.0,241.1,27.21,42.48,1.179,875.4719
2019,5,18,11,0,611.0,853.0,242.0,27.47,38.98,0.61,875.3472
2019,5,18,11,10,621.0,883.0,248.4,27.89,41.02,1.577,875.313
2019,5,18,11,20,619.2,899.0,253.0,27.93,37.82,1.471,875.2705
2019,5,18,11,30,548.3,843.0,256.1,28.82,37.75,1.042,875.0644
2019,5,18,11,40,639.0,937.0,260.9,29.06,32.88,0.594,874.9697
2019,5,18,11,50,647.1,948.0,257.3,30.24,33.76,1.509,874.9879
2019,5,18,12,0,640.3,959.0,268.1,29.98,32.81,1.419,874.8522
2019,5,18,12,10,594.9,942.0,284.3,30.25,33.42,1.85,874.3384
2019,5,18,12,20,559.0,925.0,295.6,30.15,34.07,1.401,874.0917
2019,5,18,12,30,558.1,916.0,285.6,29.75,34.04,1.406,874.1004
2019,5,18,12,40,598.6,951.0,280.7,30.2,34.2,1.744,873.7621
2019,5,18,12,50,614.4,960.0,278.7,30.5,33.52,1.529,873.7239
2019,5,18,13,0,659.4,1002.0,277.9,30.72,35.57,2.667,873.6912
2019,5,18,13,10,639.2,996.0,291.1,30.07,32.71,2.523,873.7438
2019,5,18,13,20,529.5,892.0,290.3,31.05,32.74,2.153,873.1459
2019,5,18,13,30,641.2,987.0,291.1,31.03,32.23,2.29,873.394
2019,5,18,13,40,601.7,943.0,290.9,31.58,31.51,2.53,873.402
2019,5,18,13,50,577.4,922.0,299.8,32.14,31.48,1.825,872.7988
2019,5,18,14,0,614.1,963.0,313.2,32.09,31.17,1.533,872.9653
2019,5,18,14,10,581.7,940.0,324.5,32.93,29.37,1.652,872.7643
2019,5,18,14,20,478.5,806.0,291.5,32.98,30.39,2.577,872.5129
2019,5,18,14,30,566.0,928.0,340.4,33.0,28.79,1.811,872.5195
2019,5,18,14,40,589.4,941.0,345.5,33.52,29.61,1.184,872.1918
2019,5,18,14,50,459.5,835.0,348.0,32.78,29.44,2.4,872.0403
2019,5,18,15,0,314.8,741.6,381.9,32.37,30.35,2.541,871.8741
2019,5,18,15,10,191.5,587.8,359.2,32.87,30.56,2.405,871.7487
2019,5,18,15,20,305.8,604.2,303.1,32.39,31.44,3.298,871.6522
2019,5,18,15,30,499.2,747.6,300.7,32.17,31.58,4.14,871.2537
2019,5,18,15,40,448.4,700.2,292.5,31.91,31.96,3.872,871.2703
2019,5,18,15,50,532.4,737.5,291.9,32.54,29.3,2.315,870.8453
2019,5,18,16,0,559.8,703.7,256.6,32.61,29.67,2.041,870.6191
2019,5,18,16,10,524.5,615.2,214.6,33.55,29.95,1.92,870.1587
2019,5,18,16,20,459.3,534.1,193.1,32.47,30.18,3.455,870.3013
2019,5,18,16,30,443.6,486.7,176.0,32.34,30.05,2.719,870.0232
2019,5,18,16,40,447.7,458.2,163.2,32.39,29.57,2.067,870.0727
2019,5,18,16,50,422.2,416.9,152.9,32.49,29.95,1.955,870.3766
2019,5,18,17,0,336.9,341.1,137.7,32.73,29.2,1.393,870.1963
2019,5,18,17,10,344.5,330.3,137.7,33.28,28.55,1.888,870.0606
2019,5,18,17,20,326.8,298.2,127.7,33.31,29.26,1.8,870.3581
2019,5,18,17,30,271.6,244.8,112.2,33.55,28.69,1.112,869.9586
2019,5,18,17,40,277.7,214.5,93.7,33.52,29.3,1.579,870.0735
2019,5,18,17,50,200.6,159.9,77.48,33.43,26.95,1.625,870.1396
2019,5,18,18,0,50.35,95.4,66.52,32.94,28.11,1.598,870.0345
2019,5,18,18,10,0.0,53.77,43.97,32.49,28.58,2.276,870.5403
2019,5,18,18,20,0.0,26.96,22.34,31.66,26.37,3.982,870.8052
2019,5,18,18,30,0.0,14.6,11.66,31.2,27.77,2.667,870.4921
2019,5,18,18,40,0.0,11.62,7.564,30.39,36.28,3.509,870.5554
2019,5,18,18,50,1.076,11.93,9.32,29.22,44.46,2.531,869.9785
2019,5,18,19,0,0.437,23.36,17.52,27.58,52.36,3.936,870.4278
2019,5,18,19,10,0.0,14.67,10.2,26.99,47.42,4.025,870.4399
2019,5,18,19,20,0.035,0.705,0.594,27.42,42.35,3.994,870.4764
2019,5,18,19,30,0.094,0.0,0.0,27.76,41.02,4.181,870.5844
2019,5,18,19,40,0.202,0.0,0.0,28.09,39.83,3.825,870.8179
2019,5,18,19,50,0.162,0.0,0.0,28.17,37.82,4.165,870.7836
2019,5,18,20,0,0.407,0.0,0.0,28.9,29.98,6.577,870.8383
2019,5,18,20,10,0.596,0.0,0.0,29.74,27.74,7.136,870.7274
2019,5,18,20,20,0.364,0.0,0.0,30.42,29.88,5.993,870.9088
2019,5,18,20,30,0.111,0.0,0.0,30.17,29.57,5.116,871.254
2019,5,18,20,40,0.0,0.0,0.0,29.93,33.42,4.559,871.0485
2019,5,18,20,50,0.0,0.0,0.0,29.23,36.49,3.124,871.14
2019,5,18,21,0,0.0,0.0,0.0,28.94,37.27,3.159,871.0664
2019,5,18,21,10,0.002,0.0,0.0,28.78,37.58,3.94,871.4462
2019,5,18,21,20,0.0,0.0,0.0,28.68,37.41,2.7,872.0361
2019,5,18,21,30,0.0,0.0,0.0,28.29,35.64,1.49,872.9016
2019,5,18,21,40,0.017,0.0,0.0,27.99,33.87,1.943,873.1832
2019,5,18,21,50,0.159,0.0,0.0,28.34,36.08,1.778,873.4287
2019,5,18,22,0,0.0,0.0,0.0,28.16,38.16,2.354,873.6259
2019,5,18,22,10,0.0,0.0,0.0,27.82,40.68,3.451,873.413
2019,5,18,22,20,0.0,0.0,0.0,27.43,40.51,2.951,874.0224
2019,5,18,22,30,0.0,0.0,0.0,26.82,43.96,3.436,874.078
2019,5,18,22,40,0.0,0.0,0.0,25.98,50.26,3.076,874.1369
2019,5,18,22,50,0.0,0.0,0.0,25.17,56.57,2.331,874.8635
2019,5,18,23,0,0.0,0.042,0.0,24.01,57.83,2.397,875.3564
2019,5,18,23,10,0.0,0.0,0.0,24.23,55.2,1.119,875.7855
2019,5,18,23,20,0.01,0.0,0.0,24.48,56.77,1.842,875.8497
2019,5,18,23,30,0.0,0.0,0.0,24.38,55.89,0.423,875.8535
2019,5,18,23,40,0.0,0.0,0.0,24.19,57.8,1.599,876.1723
2019,5,18,23,50,0.0,0.0,0.0,23.94,58.48,1.298,876.1248
2019,5,19,0,0,0.0,0.0,0.0,23.99,58.41,0.721,876.0824
2019,5,19,0,10,0.0,0.0,0.0,23.9,58.92,1.083,876.0099
2019,5,19,0,20,0.0,0.0,0.0,23.82,59.53,0.587,876.2626
2019,5,19,0,30,0.0,0.0,0.0,23.8,60.28,0.463,875.9432
2019,5,19,0,40,0.0,0.0,0.0,23.55,62.57,0.329,875.6818
2019,5,19,0,50,0.0,0.0,0.0,23.42,62.26,0.608,875.7311
2019,5,19,1,0,0.0,0.0,0.0,23.4,61.65,0.024,875.3713
2019,5,19,1,10,0.0,0.0,0.0,23.38,60.52,0.0,875.2648
2019,5,19,1,20,0.144,0.0,0.0,23.39,61.54,1.398,875.1909
2019,5,19,1,30,0.142,0.0,0.0,23.18,62.33,1.511,874.7743
2019,5,19,1,40,0.0,0.0,0.0,23.14,63.21,1.735,874.7497
2019,5,19,1,50,0.0,0.0,0.0,22.82,64.61,1.775,874.5286
2019,5,19,2,0,0.0,0.0,0.0,22.66,67.92,0.707,874.4147
2019,5,19,2,10,0.0,0.0,0.0,21.78,74.05,2.628,874.3414
2019,5,19,2,20,0.0,0.0,0.0,21.25,73.3,1.519,874.4299
2019,5,19,2,30,0.0,0.0,0.0,21.31,74.73,1.39,874.4725
2019,5,19,2,40,0.0,0.0,0.0,21.25,74.08,0.297,874.2833
2019,5,19,2,50,0.0,0.0,0.0,21.11,75.99,0.512,874.2919
2019,5,19,3,0,0.0,0.0,0.0,20.85,77.19,0.592,874.0135
2019,5,19,3,10,0.0,0.0,0.0,20.81,77.22,0.758,873.9238
2019,5,19,3,20,0.0,0.0,0.0,20.86,76.91,0.688,873.9477
2019,5,19,3,30,0.0,0.0,0.0,20.83,77.53,0.362,873.6948
2019,5,19,3,40,0.006,0.0,0.0,20.68,76.16,0.729,873.9728
2019,5,19,3,50,0.0,0.0,0.0,20.77,76.91,0.0,873.5311
2019,5,19,4,0,0.018,0.0,0.0,20.82,75.72,0.04,873.5403
2019,5,19,4,10,0.0,0.0,0.0,20.78,76.37,0.002,874.0621
2019,5,19,4,20,0.119,0.0,0.0,20.83,75.41,0.163,873.605
2019,5,19,4,30,0.199,0.0,0.0,20.72,73.5,1.252,873.8514
2019,5,19,4,40,0.149,0.0,0.0,20.46,69.86,1.532,874.2428
2019,5,19,4,50,0.0,0.0,0.0,20.35,69.59,0.955,874.3412
2019,5,19,5,0,0.0,0.0,0.0,20.23,72.79,0.998,874.4637
2019,5,19,5,10,0.041,0.0,0.0,20.02,71.43,1.351,874.4965
2019,5,19,5,20,0.022,0.0,0.0,20.05,70.71,1.388,874.7336
2019,5,19,5,30,0.0,0.0,0.0,19.99,70.2,0.695,874.8647
2019,5,19,5,40,0.0,0.0,0.0,19.93,70.4,0.374,874.9382
2019,5,19,5,50,0.086,0.0,0.0,19.95,73.3,0.235,874.6511
2019,5,19,6,0,0.043,0.0,0.0,19.76,75.17,0.284,874.8653
2019,5,19,6,10,0.078,0.816,0.685,19.77,72.11,0.328,875.0925
2019,5,19,6,20,1.615,7.556,6.632,19.91,70.98,0.517,875.111
2019,5,19,6,30,22.72,20.6,16.66,19.96,69.76,1.506,875.5013
2019,5,19,6,40,56.27,38.86,28.33,20.23,70.17,1.719,875.4379
2019,5,19,6,50,97.4,61.52,40.5,20.44,68.63,1.607,875.5595
2019,5,19,7,0,143.1,88.2,52.58,20.75,68.56,1.454,875.2569
2019,5,19,7,10,188.5,118.0,64.42,21.02,68.53,1.478,875.6
2019,5,19,7,20,231.5,150.0,75.83,21.35,67.64,1.086,875.3389
2019,5,19,7,30,275.8,184.8,86.8,21.79,64.82,0.702,875.8057
2019,5,19,7,40,323.3,222.9,97.0,22.34,62.09,0.527,875.7643
2019,5,19,7,50,359.6,259.7,106.0,23.07,60.76,0.443,875.7392
2019,5,19,8,0,387.5,295.5,114.4,23.32,60.11,0.566,876.1816
2019,5,19,8,10,411.4,330.9,122.8,23.64,56.94,0.425,875.9185
2019,5,19,8,20,440.2,369.9,131.0,24.47,57.9,0.456,876.1
2019,5,19,8,30,476.3,415.5,138.8,24.05,55.61,0.609,875.9011
2019,5,19,8,40,502.7,456.9,146.4,24.55,55.65,1.359,875.9167
2019,5,19,8,50,522.0,493.8,153.3,24.41,56.19,1.32,875.84
2019,5,19,9,0,536.6,528.8,159.9,24.56,58.61,1.377,875.7693
2019,5,19,9,10,558.5,568.1,166.2,24.11,56.22,1.706,875.8358
2019,5,19,9,20,575.5,601.4,171.2,24.85,53.6,1.655,875.8297
2019,5,19,9,30,588.8,631.3,175.6,25.51,51.89,1.42,875.8482
2019,5,19,9,40,606.7,666.7,181.0,25.81,51.86,1.476,875.8393
2019,5,19,9,50,617.4,698.7,187.0,25.51,55.19,1.717,875.9235
2019,5,19,10,0,627.4,727.7,192.6,25.88,51.11,1.639,875.8364
2019,5,19,10,10,636.8,755.3,196.3,26.56,48.28,1.653,875.7481
2019,5,19,10,20,639.8,779.4,202.0,26.72,48.48,1.074,875.7904
2019,5,19,10,30,650.3,808.0,206.7,27.69,46.85,1.515,875.3757
2019,5,19,10,40,661.5,837.0,209.1,26.77,49.06,1.27,875.4077
2019,5,19,10,50,675.7,863.0,210.1,26.95,48.82,1.509,875.7055
2019,5,19,11,0,684.8,886.0,212.4,27.52,43.71,1.279,875.4033
2019,5,19,11,10,687.2,902.0,214.4,28.31,45.35,1.553,875.3803
2019,5,19,11,20,693.5,920.0,216.9,28.17,43.95,0.797,875.5843
2019,5,19,11,30,690.9,932.0,220.8,29.09,43.81,1.823,875.0094
2019,5,19,11,40,690.5,945.0,224.6,28.91,43.47,1.525,875.3337
2019,5,19,11,50,694.9,954.0,225.0,29.31,39.76,1.155,875.0653
2019,5,19,12,0,697.1,967.0,226.8,29.26,42.86,2.014,874.7856
2019,5,19,12,10,704.7,974.0,223.7,29.57,38.63,1.279,874.4778
2019,5,19,12,20,710.8,982.0,222.7,30.73,39.04,0.873,874.3419
2019,5,19,12,30,710.9,987.0,224.1,30.71,35.26,1.201,874.1509
2019,5,19,12,40,702.5,984.0,224.1,31.24,36.42,1.875,873.8119
2019,5,19,12,50,715.9,998.0,222.3,30.58,36.9,2.481,873.8755
2019,5,19,13,0,713.9,991.0,222.6,30.7,38.33,2.817,873.519
2019,5,19,13,10,716.0,987.0,221.7,30.7,35.47,1.826,873.2865
2019,5,19,13,20,710.6,981.0,224.1,30.72,33.73,1.16,873.6615
2019,5,19,13,30,686.7,952.0,226.6,31.37,34.75,1.02,873.131
2019,5,19,13,40,682.3,946.0,229.9,32.3,30.73,0.934,872.9167
2019,5,19,13,50,664.1,925.0,229.7,32.43,31.89,1.796,873.1259
2019,5,19,14,0,664.7,914.0,228.5,32.37,29.61,0.626,873.0086
2019,5,19,14,10,656.7,903.0,232.3,33.85,30.76,1.628,872.9479
2019,5,19,14,20,632.9,876.0,232.7,32.62,31.55,1.845,872.332
2019,5,19,14,30,633.3,861.0,230.7,32.89,31.24,1.749,872.2719
2019,5,19,14,40,613.2,831.0,229.4,32.46,31.78,2.096,872.0366
2019,5,19,14,50,606.1,805.0,225.9,32.96,29.5,1.018,871.5848
2019,5,19,15,0,599.2,783.1,222.7,33.87,28.24,2.005,871.7285
2019,5,19,15,10,592.9,761.6,219.5,34.16,28.65,2.576,871.5126
2019,5,19,15,20,586.6,732.7,211.4,33.69,28.85,2.307,871.1243
2019,5,19,15,30,589.2,709.0,202.7,34.0,26.3,1.392,870.8975
2019,5,19,15,40,528.8,646.7,193.5,34.02,26.88,2.046,871.0219
2019,5,19,15,50,576.4,676.6,205.5,33.67,26.16,1.872,870.8019
2019,5,19,16,0,448.3,573.5,203.4,34.53,26.51,1.359,871.0103
2019,5,19,16,10,302.0,444.3,188.7,34.4,25.07,1.485,870.7566
2019,5,19,16,20,70.91,234.2,148.2,34.39,25.45,0.999,870.5721
2019,5,19,16,30,16.59,184.5,140.0,34.08,23.71,0.381,870.327
2019,5,19,16,40,100.4,262.3,160.5,33.6,23.24,0.695,870.3237
2019,5,19,16,50,81.7,253.5,165.7,33.87,22.79,0.772,869.8991
2019,5,19,17,0,98.4,249.2,161.9,33.51,23.03,1.653,870.1891
2019,5,19,17,10,154.9,268.9,158.6,33.82,21.84,0.631,870.2592
2019,5,19,17,20,328.1,332.9,154.8,34.7,21.5,0.277,870.3166
2019,5,19,17,30,360.4,315.5,142.8,34.9,20.61,1.04,870.2839
2019,5,19,17,40,336.5,266.6,121.5,34.69,20.34,1.611,869.792
2019,5,19,17,50,297.4,218.9,102.0,34.39,21.29,1.493,870.1675
2019,5,19,18,0,220.5,174.9,92.4,33.88,21.16,1.526,870.4072
2019,5,19,18,10,207.2,166.7,95.1,33.94,20.54,1.605,869.9781
2019,5,19,18,20,148.1,136.7,88.3,34.0,20.65,0.39,870.1039
2019,5,19,18,30,104.4,101.3,69.2,34.33,19.49,0.171,870.4182
2019,5,19,18,40,55.79,60.78,44.04,34.02,20.24,0.893,870.5698
2019,5,19,18,50,17.01,38.0,29.83,33.34,20.75,0.594,870.6147
2019,5,19,19,0,0.0,15.93,13.22,33.11,20.85,0.73,870.4432
2019,5,19,19,10,0.0,2.594,0.89,33.02,20.78,1.224,870.5047
2019,5,19,19,20,0.0,0.0,0.0,32.87,21.46,1.106,870.7557
2019,5,19,19,30,0.0,0.0,0.0,32.47,22.28,0.853,871.1287
2019,5,19,19,40,0.0,0.0,0.0,32.23,24.8,0.452,871.2838
2019,5,19,19,50,0.0,0.0,0.0,31.68,25.62,0.748,871.2999
2019,5,19,20,0,0.0,0.0,0.0,30.59,27.77,1.789,871.6895
2019,5,19,20,10,0.0,0.0,0.0,30.44,28.65,0.957,871.2289
2019,5,19,20,20,0.0,0.0,0.0,29.92,30.42,1.959,871.2047
2019,5,19,20,30,0.0,0.0,0.0,29.41,31.04,2.145,871.6969
2019,5,19,20,40,0.0,0.0,0.0,29.33,31.21,1.318,871.726
2019,5,19,20,50,0.0,0.0,0.0,29.26,31.68,0.906,871.9387
2019,5,19,21,0,0.012,0.0,0.0,29.4,32.16,1.184,872.3871
2019,5,19,21,10,0.003,0.0,0.0,29.62,31.58,0.946,872.4485
2019,5,19,21,20,0.068,0.0,0.0,29.75,30.93,0.892,872.4178
2019,5,19,21,30,0.001,0.0,0.0,29.46,39.35,2.19,872.3514
2019,5,19,21,40,0.101,0.0,0.0,27.89,40.92,2.613,872.9661
2019,5,19,21,50,0.096,0.0,0.0,27.56,43.03,3.65,873.2137
2019,5,19,22,0,0.434,0.0,0.0,28.28,34.07,3.225,873.7318
2019,5,19,22,10,0.002,0.49,0.0,27.44,42.05,5.165,873.921
2019,5,19,22,20,0.001,0.051,0.0,25.64,43.75,6.18,874.0612
2019,5,19,22,30,0.0,0.0,0.0,24.87,46.1,4.303,874.4767
2019,5,19,22,40,0.667,0.0,0.44,24.56,50.71,4.388,874.1548
2019,5,19,22,50,0.442,0.0,0.568,24.27,51.08,3.103,874.5175
2019,5,19,23,0,0.393,0.0,0.184,24.48,48.46,4.369,874.4368
2019,5,19,23,10,0.363,0.0,0.0,24.51,48.46,3.832,874.2512
2019,5,19,23,20,0.165,0.0,0.0,24.8,47.78,1.633,874.4557
2019,5,19,23,30,0.098,0.0,0.0,25.07,49.55,1.154,874.6194
2019,5,19,23,40,0.174,0.0,0.0,24.87,50.26,1.831,874.9546
2019,5,19,23,50,0.001,0.0,0.0,24.88,49.79,0.776,874.7167
2019,5,20,0,0,0.246,0.0,0.0,25.28,48.56,1.877,874.5287
2019,5,20,0,10,0.142,0.0,0.0,25.39,46.07,1.309,874.5124
2019,5,20,0,20,0.119,0.0,0.0,25.62,47.13,1.716,874.4723
2019,5,20,0,30,0.01,0.0,0.0,25.51,47.5,1.74,874.2751
2019,5,20,0,40,0.241,0.0,0.0,25.59,45.39,1.667,874.455
2019,5,20,0,50,0.032,0.0,0.0,25.91,44.68,0.338,874.2758
2019,5,20,1,0,0.263,0.0,0.0,26.09,43.45,1.074,874.5214
2019,5,20,1,10,0.137,0.0,0.0,26.04,45.02,2.084,874.4222
2019,5,20,1,20,0.016,0.0,0.0,25.95,42.8,1.738,874.3171
2019,5,20,1,30,0.003,0.0,0.0,26.06,42.73,0.944,874.4391
2019,5,20,1,40,0.069,0.0,0.0,26.03,43.28,1.643,874.4061
2019,5,20,1,50,0.003,0.0,0.0,25.82,44.4,1.885,874.496
2019,5,20,2,0,0.01,0.0,0.0,25.75,42.22,1.69,874.6031
2019,5,20,2,10,0.0,0.0,0.0,25.77,42.26,1.55,874.5934
2019,5,20,2,20,0.0,0.0,0.0,25.55,42.6,2.106,874.2428
2019,5,20,2,30,0.0,0.0,0.0,25.39,43.58,1.045,874.2923
2019,5,20,2,40,0.068,0.0,0.0,25.17,45.94,1.729,874.3817
2019,5,20,2,50,0.0,0.0,0.0,24.56,46.58,2.133,874.3495
2019,5,20,3,0,0.012,0.0,0.0,24.57,45.39,2.05,874.2747
2019,5,20,3,10,0.0,0.0,0.0,24.5,47.13,0.686,874.2845
2019,5,20,3,20,0.0,0.0,0.0,24.26,47.06,0.419,874.2995
2019,5,20,3,30,0.0,0.0,0.0,24.15,46.11,0.911,874.2345
2019,5,20,3,40,0.007,0.0,0.0,24.03,45.6,1.127,874.2842
2019,5,20,3,50,0.0,0.0,0.0,23.71,46.89,0.618,874.3404
2019,5,20,4,0,0.023,0.0,0.0,23.54,46.99,0.489,874.4316
2019,5,20,4,10,0.0,0.0,0.0,23.38,47.3,0.555,874.4709
2019,5,20,4,20,0.132,0.0,0.0,23.4,46.86,1.113,874.2592
2019,5,20,4,30,0.208,0.0,0.0,23.49,45.49,1.083,874.2677
2019,5,20,4,40,0.302,0.0,0.0,23.6,44.64,1.139,874.2178
2019,5,20,4,50,0.367,0.0,0.0,23.67,44.2,1.479,874.2845
2019,5,20,5,0,0.134,0.0,0.0,23.61,43.79,1.442,874.3894
2019,5,20,5,10,0.115,0.0,0.0,23.72,42.39,1.412,874.4886
2019,5,20,5,20,0.007,0.0,0.0,23.76,42.32,0.912,874.4059
2019,5,20,5,30,0.003,0.0,0.0,23.7,44.1,0.652,874.6445
2019,5,20,5,40,0.085,0.0,0.0,23.59,41.71,1.055,874.7823
2019,5,20,5,50,0.321,0.0,0.0,23.67,42.29,1.236,874.6268
2019,5,20,6,0,0.08,0.0,0.0,23.58,42.77,0.97,874.8327
2019,5,20,6,10,0.018,1.293,0.936,23.33,43.45,0.557,874.9701
2019,5,20,6,20,3.098,10.64,8.39,23.14,43.62,0.057,874.7335
2019,5,20,6,30,29.18,20.6,15.71,23.31,42.39,0.005,874.8155
2019,5,20,6,40,62.46,36.8,25.54,23.37,45.8,0.044,875.1595
2019,5,20,6,50,114.7,60.31,37.04,23.21,44.44,0.323,875.2814
2019,5,20,7,0,151.2,85.9,49.35,23.4,43.07,0.252,875.5351
2019,5,20,7,10,211.4,119.9,62.03,23.97,41.95,0.06,875.3393
2019,5,20,7,20,264.4,155.8,73.95,24.1,41.57,0.538,875.4779
2019,5,20,7,30,308.0,190.9,84.3,24.62,39.63,0.109,875.731
2019,5,20,7,40,341.8,224.7,93.2,25.28,38.54,0.209,875.8871
2019,5,20,7,50,368.5,258.3,102.1,25.99,37.93,0.052,876.0338
2019,5,20,8,0,401.1,297.3,112.1,26.69,35.44,0.115,875.9365
2019,5,20,8,10,421.7,334.6,122.4,26.87,37.55,0.608,875.9838
2019,5,20,8,20,444.7,374.1,133.2,27.01,32.34,0.77,876.1265
2019,5,20,8,30,466.3,413.1,143.2,27.68,34.48,0.718,876.1107
2019,5,20,8,40,481.9,450.3,152.3,27.28,42.62,1.545,876.1479
2019,5,20,8,50,495.2,482.9,159.8,27.19,39.29,0.666,876.2885
2019,5,20,9,0,512.0,518.6,167.2,27.81,43.85,1.109,876.0837
2019,5,20,9,10,530.9,558.1,175.1,27.61,40.61,1.378,876.2637
2019,5,20,9,20,547.3,592.7,180.6,27.97,42.59,1.972,876.2437
2019,5,20,9,30,572.0,633.3,185.8,27.42,44.67,2.003,876.059
2019,5,20,9,40,582.8,662.7,191.1,27.51,40.71,1.909,876.1317
2019,5,20,9,50,594.9,694.6,196.6,27.77,41.97,1.955,876.1451
2019,5,20,10,0,610.2,726.0,199.3,27.56,39.79,2.191,876.0471
2019,5,20,10,10,633.8,758.9,198.2,28.37,39.49,1.969,876.1519
2019,5,20,10,20,659.2,793.0,196.7,28.85,37.92,2.06,875.897
2019,5,20,10,30,671.0,818.0,196.6,29.12,37.31,1.888,875.9863
2019,5,20,10,40,685.6,845.0,196.1,29.38,38.81,2.278,875.7065
2019,5,20,10,50,698.1,873.0,196.6,28.8,39.01,3.043,875.7553
2019,5,20,11,0,712.7,897.0,195.7,28.78,36.15,3.692,875.4446
